Problems (4):
content 21453 _a-0000df0b-b44d-8000-9ba2-011c48011c48_18978 "ASC_TASK_REPORT_ENTITY": The content [id=21453 uuid=_a-0000df0b-b44d-8000-9ba2-011c48011c48_18978] was not exported because it contains an invalid precedent: content [uuid=21452 location=Constant Value] cannot be found. (APNX-1-4070-001) (APNX-1-4071-003)
content 25562 _a-0000df0b-b44d-8000-9ba2-011c48011c48_19543 "ASC_ContractModificationsGrid_Section": The content [id=25562 uuid=_a-0000df0b-b44d-8000-9ba2-011c48011c48_19543] was not exported because it contains an invalid precedent: content [uuid=15080 location=Interface Definition] cannot be found. (APNX-1-4070-001) (APNX-1-4071-003)
content 21532 _a-0000df4f-3e48-8000-9ba2-011c48011c48_61389 "Completion Times By Process Name": The content [id=21532 uuid=_a-0000df4f-3e48-8000-9ba2-011c48011c48_61389] was not exported because it contains an invalid precedent: processModel [uuid=292 location=Report Data > Report Context] cannot be found. (APNX-1-4070-001) (APNX-1-4071-003)
content 21474 _a-0000df4f-3e48-8000-9ba2-011c48011c48_61076 "Employee Audit Report Grid": The content [id=21474 uuid=_a-0000df4f-3e48-8000-9ba2-011c48011c48_61076] was not exported because it contains an invalid precedent: processModel [uuid=292 location=Report Data > Report Context] cannot be found. (APNX-1-4070-001) (APNX-1-4071-003)

Success (236):
datatype 3012 {urn:com:appian:types}ASC_Contract "{urn:com:appian:types}ASC_Contract"
content 10461 _a-0000def3-0227-8000-9ba2-011c48011c48_10874 "ASC_DEFAULT_ICON"
content 16283 _a-0000def3-0227-8000-9ba2-011c48011c48_10883 "ASC_getCustomerByID"
content 10484 _a-0000def3-0227-8000-9ba2-011c48011c48_10896 "ASC_getCustomerNameById"
content 18031 _a-0000df0b-b44d-8000-9ba2-011c48011c48_19547 "ASC_CustomerRecordList_Section"
content 16279 _a-0000def3-0227-8000-9ba2-011c48011c48_10900 "ASC_CUSTOMER_RECORD_TYPE"
content 10501 _a-0000def3-0227-8000-9ba2-011c48011c48_10913 "ASC_getCustomerContactNameById"
content 10503 _a-0000def3-0227-8000-9ba2-011c48011c48_10915 "ASC_getCustomerContactEmailById"
content 16290 _a-0000def3-0227-8000-9ba2-011c48011c48_10933 "ASC_getContractModificationsByContractId"
content 16448 _a-0000def3-0227-8000-9ba2-011c48011c48_12011 "ASC_CoordinationSheets_Grid"
content 11594 _a-0000def3-0227-8000-9ba2-011c48011c48_12067 "ASC_PROCESS_MODELS"
content 3717 _a-0000dee4-011d-8000-9ba2-011c48011c48_4029 "ACS Rules and Constants"
content 14813 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15286 "ASC_CONTRACT_MODIFICATIONS_FOLDER"
content 11596 _a-0000def3-0227-8000-9ba2-011c48011c48_12068 "ASC_CONTRACT_MODIFICATIONS_PROCESS_MODEL"
content 11599 _a-0000def3-0227-8000-9ba2-011c48011c48_12071 "ASC_CONTRACT_MODIFICATION_MODEL_NUMBERS"
content 15800 _a-0000def3-0227-8000-9ba2-011c48011c48_12074 "ASC_CONTRACT_MODIFICATION_TYPES"
content 11603 _a-0000def3-0227-8000-9ba2-011c48011c48_12076 "ASC_CONTRACT_MODIFICATION_BU"
content 11604 _a-0000def3-0227-8000-9ba2-011c48011c48_12077 "ASC_CONTRACT_MMODIFICATION_SETTLEMENT"
content 14807 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15278 "ASC_getDocumentURL"
content 14808 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15279 "ASC_getCDTfromJson"
content 14811 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15283 "ASC_getDownloadFileName"
content 21700 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15325 "ASC_ContractModification_Header"
content 15635 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16338 "ASC_CONTRACT_MODIFICATION_VALUES"
content 15636 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16339 "ASC_CONTRACT_MODIFICATION_LABELS"
content 15422 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16019 "ASC_CIR_MODIFICATION_TYPES_ID"
content 26016 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15330 "ASC_ContractModificationRequestDetails_Section"
content 15575 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16256 "ASC_FORMACTION_ADD"
content 18039 _a-0000df0b-b44d-8000-9ba2-011c48011c48_19555 "ASC_ContractModificationGeneral_Grid"
content 18014 _a-0000df0b-b44d-8000-9ba2-011c48011c48_19530 "ASC_ContractModificationDocumentDisplay_Section"
content 21909 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15344 "ASC_ContractsModificationReview_Form"
content 15526 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16165 "ASC_FORMACTION_LEADOVERRIDE"
content 15576 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16257 "ASC_FORMACTION_UPDATE"
content 14878 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15355 "ASC_USERS_GROUP"
content 25964 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15345 "ASC_ContractsModificationDetails_Section"
content 15746 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15382 "ASC_MILESTONELABELS_MODIFICATIONS"
content 14923 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15414 "ASC_CONTRACT_MODIFICATION_CNRR_INCORPERATION_REQUIREMENTS"
content 25727 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15427 "ASC_ContractsModificationApprovalSelection_Section"
content 14974 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15469 "ASC_ContractModificationMilestone_Section"
content 25563 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15474 "ASC_ContractsModificationInformation_Form"
content 17066 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15477 "ASC_ContractsModificationInformation_Section"
content 16291 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15493 "ASC_getContractDocumentsById"
content 16293 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15550 "ASC_getContractModificationById"
content 16294 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15734 "ASC_getAContractChangeNoticeById"
content 16292 47a2f544-8d7b-4b53-8ea9-505a848f6d1d "ASC_getAllContractModifications"
content 25681 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15838 "ASC_Debug_Rule"
content 21694 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15846 "ASC_MC_MASTER_SCHEDULE_CODES"
content 15317 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15854 "ASC_ArrayPickerFilter"
content 16276 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15930 "ASC_CONTRACT_MODIFICATION_RECORD_TYPE"
content 16278 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15942 "ASC_CHANGE_NOTICE_ENTITY"
content 21461 _a-0000df4f-3e48-8000-9ba2-011c48011c48_60987 "ASC_AddDocumentsToChangeNotice_Form"
content 16282 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16039 "ASC_CONTRACT_CHANGENOTICE_RECORD_TYPE"
content 16296 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16071 "ASC_getChangeNoticeDocumentsByID"
content 15655 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16149 "ASC_FIRING_ORDER_CHANGE_VALUES"
content 15654 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16150 "ASC_FIRING_ORDER_CHANGE_LABELS"
content 25730 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16157 "ASC_ContractsModificationLeadReview_Form"
content 15577 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16258 "ASC_FORMACTION_VIEW"
content 15614 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16316 "ASC_CalculateAmountFromHours"
content 18040 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16324 "ASC_ContractsModificationApproval_Form"
content 16917 _a-0000df0b-b44d-8000-9ba2-011c48011c48_18081 "ASC_Contract_Signatures"
content 16922 _a-0000df0b-b44d-8000-9ba2-011c48011c48_18086 "ASC_CHANGENOTICE_SIGNATURE_FOLDER"
content 25820 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16327 "ASC_ContractsModificationApproval_Section"
content 15651 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16358 "ASC_CONTRACT_MODIFICATION_REQUEST_TYPES"
content 15837 d5649783-a004-4b47-8061-94a4ed411a8e "ASC_Accounting_Notification_Decision"
content 15741 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16371 "ASC_ContractChangeNoticeSummary_Section"
content 16297 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16372 "ASC_getCustomerByCotractID"
content 21523 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16375 "ASC_ChangeNoticeRecord_Form"
content 15742 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16458 "ASC_CalculateQuarterByDate"
content 15755 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16459 "ASC_DetermineStatusIconByMilestoneStep"
content 16298 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16548 "ASC_getContractModInfoByChangeNoticeId"
content 15847 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16599 "ASC_SETTLEMENTS_RECURRING_MODIFICATION_VALUES"
content 15846 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16603 "ASC_SETTLEMENTS_RECURRING_MODIFICATION_LABELS"
content 15339 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15891 "ASC_Contract_Modications_Doc"
content 16109 _a-0000df0b-b44d-8000-9ba2-011c48011c48_16852 "Notice of Intent to AssertTemplate"
content 25871 _a-0000df0b-b44d-8000-9ba2-011c48011c48_17119 "ASC_DetermineTaskTracker"
content 16299 _a-0000df0b-b44d-8000-9ba2-011c48011c48_17135 "ASC_getContractModApprovalsByModificationId"
content 16236 _a-0000df0b-b44d-8000-9ba2-011c48011c48_17151 "ASC_CONTRACT_MODIFICATION_INFO_ENTITY"
content 25330 _a-0000df0b-b44d-8000-9ba2-011c48011c48_17189 "ASC_ContractsModificationFinalContractAgreement_Form"
content 16439 _a-0000df0b-b44d-8000-9ba2-011c48011c48_17432 "ASC_DOCUMENT_KNOWLEDGE_CENTER"
content 15079 _a-0000df0b-b44d-8000-9ba2-011c48011c48_15585 "GLOBAL Interface rules"
content 16410 _a-0000df0b-b44d-8000-9ba2-011c48011c48_17382 "PRICE ADJUSTMENT AGREEMENT TEMPLATE"
content 16459 _a-0000df0b-b44d-8000-9ba2-011c48011c48_17451 "ASC_ContractUpdate"
content 25603 _a-0000df0b-b44d-8000-9ba2-011c48011c48_18006 "ASC_ProcessAudit_Grid"
content 16872 _a-0000df0b-b44d-8000-9ba2-011c48011c48_18015 "ASC_getContractModificationByChangeNoticeID"
content 16880 _a-0000df0b-b44d-8000-9ba2-011c48011c48_18023 "ASC_UploadSupportingDocuments_Section"
content 17966 _a-0000df0b-b44d-8000-9ba2-011c48011c48_18221 "debug"
content 16775 _a-0000daa1-9d78-8000-6ee0-010000010000_1136 "AH_createDefaultNewsMessage"
content 16781 _a-0000daa1-9d78-8000-6ee0-010000010000_1088 "AH_AUDITHISTORY_ENTITY"
content 17312 _a-0000df0b-b44d-8000-9ba2-011c48011c48_18261 "ASC_AddDocuments_Section"
content 17351 _a-0000df0b-b44d-8000-9ba2-011c48011c48_18675 "ASC_ChangeNoticeFolderPicker_Section"
content 17364 _a-0000df0b-b44d-8000-9ba2-011c48011c48_18743 "ASC_CHANGE_NOTICE_AUDIT_ENTITY"
content 17674 _a-0000df0b-b44d-8000-9ba2-011c48011c48_18742 "ASC_ChangeNoticeAudit_Chart"
content 21529 _a-0000df0b-b44d-8000-9ba2-011c48011c48_18745 "ASC_ChangeNoticeAudit_Graph"
content 21530 _a-0000df0b-b44d-8000-9ba2-011c48011c48_18747 "ASC_ChangeNoticeProcessAudit_Grid"
content 26078 _a-0000df0b-b44d-8000-9ba2-011c48011c48_18944 "ASC_PROCESS_MODELS_FOR_USER_TASK_REPORT"
content 21534 _a-0000df0b-b44d-8000-9ba2-011c48011c48_18976 "ASC_EmployeeTaskAudit_Grid"
content 21428 _a-0000df0b-b44d-8000-9ba2-011c48011c48_19004 "ASC_getHourMinuteSecondsByTimeInterval"
content 21650 _a-0000df0b-b44d-8000-9ba2-011c48011c48_19244 "ASC_EmployeeAuditReportStackedGraph_Section"
content 21470 _a-0000df4f-3e48-8000-9ba2-011c48011c48_61060 "ASC Metric Reports"
content 21541 _a-0000df4f-3e48-8000-9ba2-011c48011c48_61480 "Completion Times By Process Name for User"
content 21542 _a-0000df0b-b44d-8000-9ba2-011c48011c48_19254 "ASC_EMPLOYEE_AUDIT_DD_ENTITY"
content 17361 _a-0000df0b-b44d-8000-9ba2-011c48011c48_18634 "CoordSheetTemplatep3"
content 21439 _a-0000df4f-3e48-8000-9ba2-011c48011c48_60815 "ASC_UserTaskCompletion_Graph"
content 21668 _a-0000df0b-b44d-8000-9ba2-011c48011c48_19305 "ASC_EmployeeReport_Dashboard"
content 17380 _a-0000df0b-b44d-8000-9ba2-011c48011c48_18759 "My Reports"
content 21570 _a-0000df0b-b44d-8000-9ba2-011c48011c48_19515 "ASC_ChangeNoticeReport_Grid"
content 21630 _a-0000df0b-b44d-8000-9ba2-011c48011c48_19518 "ASC_ChangeNoticeAuditTypeReport_Dashboard"
content 18003 _a-0000df0b-b44d-8000-9ba2-011c48011c48_19519 "ASC_ChangeNoticeTypeReport_Chart"
content 18006 _a-0000df0b-b44d-8000-9ba2-011c48011c48_19522 "ASC_ChangeNoticeQuarterRecievedReport_Graph"
content 25758 _a-0000df0b-b44d-8000-9ba2-011c48011c48_19521 "ASC_ContractModificationReport_Dashboard"
content 25815 _a-0000df0b-b44d-8000-9ba2-011c48011c48_19524 "ASC_CreateContractModification_Form"
content 21568 _a-0000df0b-b44d-8000-9ba2-011c48011c48_19529 "ASC_ContractModificationsGridandDetails_Dashboard"
content 25873 _a-0000df0b-b44d-8000-9ba2-011c48011c48_19540 "ASC_ContractModificationsTaskTrackerGrid_Section"
content 21617 _a-0000df0b-b44d-8000-9ba2-011c48011c48_19542 "ASC_ContractRecordSummary_Dashboard"
content 25549 _a-0000df0b-b44d-8000-9ba2-011c48011c48_19546 "ASC_CustomerRecord_Dashboard"
content 21533 _a-0000df4f-3e48-8000-9ba2-011c48011c48_60775 "ASC_PROCESS_COMPLETION_NAME_REPORT_ENTITY"
content 21476 _a-0000df4f-3e48-8000-9ba2-011c48011c48_60781 "ASC_PROCESS_COMPLETION_USER_REPORT_ENTITY"
content 21503 _a-0000df4f-3e48-8000-9ba2-011c48011c48_60899 "ASC_EMPLOYEE_AUDIT_ENTITY"
content 21669 _a-0000df4f-3e48-8000-9ba2-011c48011c48_61256 "ASC_InitiateContractModification_Form"
content 25812 _a-0000df4f-3e48-8000-9ba2-011c48011c48_61263 "ASC_ContractModificationRequestCustomerAndContract_Section"
content 26073 _a-0000df4f-3e48-8000-9ba2-011c48011c48_61080 "Completion Time for User Tasks"
content 21575 _a-0000df4f-3e48-8000-9ba2-011c48011c48_61679 "ASC_GetContractByCustomerID"
content 21601 _a-0000df4f-3e48-8000-9ba2-011c48011c48_61850 "ASC_APPROVERS_GROUP"
content 21628 _a-0000df4f-3e48-8000-9ba2-011c48011c48_61861 "ASC_MySiteTasks_Form"
content 21624 _a-0000df4f-3e48-8000-9ba2-011c48011c48_61954 "Open Tasks"
content 21625 _a-0000df4f-3e48-8000-9ba2-011c48011c48_61963 "ASC_OPEN_TASKS_REPORT"
content 21626 _a-0000df4f-3e48-8000-9ba2-011c48011c48_61969 "ASC_TaskGridColumn"
content 11541 4594a8aa-6b04-4f3f-a0e3-10450ee43cd2 "CASE_APP_uiDetailedTaskView"
content 21640 _a-0000df4f-3e48-8000-9ba2-011c48011c48_62059 "ASC_TASKS_FOR_USER_REPORT"
content 25316 _a-0000df4f-3e48-8000-9ba2-011c48011c48_62045 "ASC_LoggedInUsersTasks_Grid"
content 25901 SYSTEM_REPORT_TASKS_FOR_USER "Tasks for User"
content 25863 _a-0000df4f-3e48-8000-9ba2-011c48011c48_62088 "Tasks for Users"
content 21667 _a-0000df4f-3e48-8000-9ba2-011c48011c48_62129 "ASC_ProcessExecutionBreakdown_Chart"
content 25679 _a-0000df63-1167-8000-9ba2-011c48011c48_110104 "ASC_DetermineOverrideTracker"
content 25692 _a-0000df63-1167-8000-9ba2-011c48011c48_110209 "ASC_DetermineApprovalTracker"
content 25789 _a-0000df63-1167-8000-9ba2-011c48011c48_110849 "ASC_AUDITHISTORY_TRACKER_LABELS"
content 25807 _a-0000df63-1167-8000-9ba2-011c48011c48_110933 "Test SLA "
content 25958 _a-0000df63-1167-8000-9ba2-011c48011c48_111893 "ASC_getCustomerContactNumberById"
content 26126 _a-0000df63-1167-8000-9ba2-011c48011c48_112986 "DemoInterface"
content 26127 _a-0000df63-1167-8000-9ba2-011c48011c48_112992 "ASC_debug"
content 26145 _a-0000df63-1167-8000-9ba2-011c48011c48_113023 "ASC_SPIRIT_PRODUCTS_LABELS"
content 26139 _a-0000df63-1167-8000-9ba2-011c48011c48_113061 "ASC_PRODUCT_RECORD_TYPE"
content 26183 _a-0000df63-1167-8000-9ba2-011c48011c48_113355 "Demo"
processModelFolder 8 _g-0000def3-0214-8000-f92f-7f0000014e7a_7 "ASC_Process_Models"
processModelFolder 18 _g-0000daa1-9d7b-8000-6ee0-010000010000_5 "AH Process Models"
processModelFolder 16 _g-0000d205-4909-8000-7be3-680000680000_34 "Utilities"
processModelFolder 7 _g-0000deba-19b3-8000-f92f-7f0000014e7a_17 "ACS Process Models"
processModel 330 0003df1a-3041-8000-f92f-7f0000014e7a "ASC Save General Modification"
processModel 197 0008daa9-7422-8000-6ee0-010000010000 "AH Write Audit History"
processModel 325 0002df19-efbf-8000-f92f-7f0000014e7a "ASC Functional Lead Approval"
processModel 329 0003df1a-2d8e-8000-f92f-7f0000014e7a "ASC Save Change Notice Revision Request"
processModel 298 0003df12-8411-8000-f92f-7f0000014e7a "ASC Save Contract Mod Info"
processModel 294 0002df0f-d7ed-8000-f92f-7f0000014e7a "ASC Contract Info"
processModel 302 0002df12-85c8-8000-f92f-7f0000014e7a "ASC Save Contract Modification"
processModel 449 0002df29-e75c-8000-f92f-7f0000014e7a "ASC Generate Note of Intent"
processModel 306 0002df12-8abf-8000-f92f-7f0000014e7a "Dummy Process"
processModel 403 0003df23-af41-8000-f92f-7f0000014e7a "ASC Save Contract Mod Approval"
processModel 402 0008df23-ad59-8000-f92f-7f0000014e7a "ASC Contract Modification Approval"
processModel 821 000ddf48-48d9-8000-f92f-7f0000014e7a "ASC Generate Coord Sheet"
processModel 528 0002df2b-1a78-8000-f92f-7f0000014e7a "ASC Generate Adjustment Agreement"
processModel 858 000fdf4a-c055-8000-f92f-7f0000014e7a "ASC Contract Modification Review"
processModel 547 0002df2e-f77a-8000-f92f-7f0000014e7a "ASC Send Accounts Email"
processModel 857 0016df4a-bfde-8000-f92f-7f0000014e7a "ASC Contract Modification Assessment"
processModel 862 0018df4a-c0bb-8000-f92f-7f0000014e7a "ASC Contract Modification Approval"
processModel 854 0024df49-7501-8000-f92f-7f0000014e7a "Create Contract Modification"
processModel 266 0002df06-7708-8000-f92f-7f0000014e7a "Contract Modifications"
processModel 870 000edf4e-d4d6-8000-f92f-7f0000014e7a "Add Document to Change Notice"
processModel 889 0024df51-6472-8000-f92f-7f0000014e7a "Initiate Contract Modification"
application 6921 _a-0000deba-19b3-8000-9ba2-011c48011c48_32816 "Contract Management"
tempoFeed 5 c21b66bc-6b30-4768-94cd-2c6d4493c98c "Audit History News Feed"
tempoFeed 2 7b11cc69-eeb3-45e7-ae44-46745843c856 "Contract Modifications Feed"
recordType 13 93977630-f1b4-4d16-9c21-fd29300c9a13 "Contract"
recordType 4 959dd65c-e597-4d00-aab1-677106b92df5 "Document"
recordType 3 2a10f868-f6b4-483c-a7f4-0f9d9d727973 "Customer"
recordType 12 73d7ae00-5926-46f7-95c7-1c76d5e4c8b5 "Contract Modification"
recordType 11 06dd221c-0d64-4e30-b92f-78dc59adb037 "Change Notice Request"
recordType 15 91ff313f-ded5-4775-8f1f-7fc13b427482 "Product"
tempoReport 10 6bd2b4d3-8cfc-4a35-98f6-9916bebdfe22 "Contract Modifications Pipeline Dashboard"
tempoReport 13 b3d5bd44-63e8-450d-9245-bedb59927710 "Contract Modification Dashboard"
tempoReport 14 6b4bb138-07ea-493d-a2f1-42278d434a0a "Contract Modification SLA Performance"
taskReport 17 1a1e4f36-8bf4-494e-83b9-a8d9cc86a2ae "My Tasks"
site 5 43402cca-f031-43c4-ad71-0fa6ea7e3964 "Spirit Contracts"

Referenced precedents that were not exported (17):
user mwandama.mutanuka@perficient.com mwandama.mutanuka@perficient.com
user samuel.bruns@perficient.com samuel.bruns@perficient.com
user system.notification system.notification
user jerome.wong jerome.wong
user mike.duong@perficient.com mike.duong@perficient.com
